station_id,dustboy_name,tambon,amphoe,province,dustboy_lat,dustboy_lon
5525,รพ.สต.บ้านเมืองงาย ต.เมืองงาย อ.เชียงดาว จ.เชียงใหม่,บ้านเมืองงาย,เชียงดาว,เชียงใหม่,19.4520146,98.9585034
5529,รพ.สต.บ้านปางมะเยา ต.ปิงโค้ง อ.เชียงดาว จ.เชียงใหม่,บ้านปางมะเยา,เชียงดาว,เชียงใหม่,19.43414,99.0747413
5531,รพ.สต.บ้านทุ่งข้าวพวง จ.เชียงใหม่,บ้านทุ่งข้าวพวง,,เชียงใหม่,19.5530432,98.9559166
5533,รพ.สต.บ้านปางเฟือง จ.เชียงใหม่,บ้านปางเฟือง,,เชียงใหม่,19.4657633,99.0112204
5558,รพ.แม่ออน ต.บ้านสหกรณ์ อ.แม่ออน จ.เชียงใหม่,บ้านสหกรณ์,แม่ออน,เชียงใหม่,18.744605,99.221795
5582,รพ.สต.บ้านปงตำ ต.ปงตำ อ.ไชยปราการ จ.เชียงใหม่,บ้านปงตำ,ไชยปราการ,เชียงใหม่,19.74707,99.143485
5619,สสอ.ขุนยวม ต.ขุนยวม อ.ขุนยวม จ.แม่ฮ่องสอน,ขุนยวม,ขุนยวม,แม่ฮ่องสอน,18.822661,97.93548
5620,สำนักงานสาธารณสุขอำเภอแม่ลาน้อย จ.แม่ฮ่องสอน,,,แม่ฮ่องสอน,18.383758,97.93692
5621,รพ.สต.แม่ฮี้ ต.แม่ฮี้ อ.ปาย จ.แม่ฮ่องสอน,แม่ฮี้,ปาย,แม่ฮ่องสอน,19.342379,98.449871
5660,รร.อนุบาลมยุรี ต.แม่เหียะ อ.เมือง จ.เชียงใหม่,แม่เหียะ,เมือง,เชียงใหม่,18.7518481,98.968845
5665,รพ.สันกำแพง ต.บวกค้าง อ.สันกำแพง จ.เชียงใหม่,บวกค้าง,สันกำแพง,เชียงใหม่,18.715904,99.122371
5682,ค่ายโสณบัณฑิตย์ ร.7 พัน.5 จ.แม่ฮ่องสอน,,,แม่ฮ่องสอน,19.37599579586817,98.42827364232743
5683,รร.บ้านน้ำฮู ต.เวียงใต้ อ.ปาย จ.แม่ฮ่องสอน,เวียงใต้,ปาย,แม่ฮ่องสอน,19.3638118597,98.4121274816546
5687,จุดเฝ้าระวังฝุ่น PM ทต.เหมืองจี้ อ.เมือง จ.ลำพูน,เหมืองจี้,เมือง,ลำพูน,18.468568,98.967791
5692,รพ.บ้านหลวง ต.สวด อ.บ้านหลวง จ.น่าน,สวด,บ้านหลวง,น่าน,18.851955,100.436006
5696,รร.บ้านคุณแม่ ต.หนองควาย อ.หางดง จ.เชียงใหม่,หนองควาย,หางดง,เชียงใหม่,18.7304001,98.9287885
5697,อบต.เวียงใต้ อ.ปาย จ.แม่ฮ่องสอน,เวียงใต้,ปาย,แม่ฮ่องสอน,19.357276,98.434218
5698,รพ.ปางมะผ้า ต.สบป่อง อ.ปางมะผ้า จ.แม่ฮ่องสอน,สบป่อง,ปางมะผ้า,แม่ฮ่องสอน,19.5245954,98.2427676
5702,เทศบาลตำบลทุ่งหัวช้าง จ.ลำพูน,,,ลำพูน,18.0022666,99.0276129
5709,สสอ.จอมทอง ต.ดอยแก้ว อ.จอมทอง จ.เชียงใหม่,ดอยแก้ว,จอมทอง,เชียงใหม่,18.41788057876232,98.67689516137081
5711,รพ.วังชิ้น ต.วังชิ้น อ.วังชิ้น จ.แพร่,วังชิ้น,วังชิ้น,แพร่,17.8892929,99.5984095
5712,รพ.ฮอด ต.หางดง อ.ฮอด จ.เชียงใหม่,หางดง,ฮอด,เชียงใหม่,18.1794421,98.6119711
5713,รพ.สต.บ้านอรุโณทัย อ.เชียงดาว จ.เชียงใหม่,บ้านอรุโณทัย,เชียงดาว,เชียงใหม่,19.745513,98.9644923
5714,รพ.ดอยหล่อ ต.ดอยหล่อ อ.ดอยหล่อ จ.เชียงใหม่,ดอยหล่อ,ดอยหล่อ,เชียงใหม่,18.47771243893752,98.78072604442652
5723,สถาบันนโยบายสาธารณะ มช. ต.สุเทพ อ.เมือง จ.เชียงใหม่,สุเทพ,เมือง,เชียงใหม่,18.807978885085348,98.95296986794938
5733,โรงพยาบาลธัญญารักษ์แม่ฮ่องสอน ต.ปางหมู อ.เมือง จ.แม่ฮ่องสอน,ปางหมู,เมือง,แม่ฮ่องสอน,19.313395138446182,97.98737882883529
5734,บ้านดอยสันเกี๋ยง ต.ช่างเคิ่ง อ.แม่แจ่ม จ.เชียงใหม่,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่,18.514229,98.401769
5761,สำนักงานสาธารณสุขอำเภอแม่ริม  อ.แม่ริม จ.เชียงใหม่,,แม่ริม,เชียงใหม่,18.912724318,98.9456009
5767,อาคารศูนย์จ่ายกลาง รพ. นครพิงค์  อ.แม่ริม จ.เชียงใหม่,,แม่ริม,เชียงใหม่,18.8508373,98.9659683
6135,สสอ.อมก๋อย จ.เชียงใหม่,,อมก๋อย,เชียงใหม่,17.7994745,98.3567972
6159,รพ.สต.ห้วยสิงห์ อ.แม่สะเรียง จ.แม่ฮ่องสอน,ห้วยสิงห์,แม่สะเรียง,แม่ฮ่องสอน,18.062980084502897,97.91765149380238
6301,รพ.ฟากท่า ต.ฟากท่า อ.ฟากท่า จ.อุตรดิตถ์,ฟากท่า,ฟากท่า,อุตรดิตถ์,18.003028470578386,100.88328877419809
6306,รพ.ตรอน ต.บ้านแก่ง อ.ตรอน จ.อุตรดิตถ์,บ้านแก่ง,ตรอน,อุตรดิตถ์,17.445823,100.14284
6333,รพ.สต.ป่าซาง ต.ป่าซาง อ.เวียงเชียงรุ้ง จ.เชียงราย,ป่าซาง,เวียงเชียงรุ้ง,เชียงราย,20.0282086691632,100.09556942192535
6336,รพ.สต.ดงมหาวัน ต.ดงมหาวัน อ.เวียงเชียงรุ้ง จ.เชียงราย,ดงมหาวัน,เวียงเชียงรุ้ง,เชียงราย,20.029084806642647,99.99488635338875
6349,สสอ.ฮอด ต.หางดง อ.ฮอด จ.เชียงใหม่,หางดง,ฮอด,เชียงใหม่,18.19170811,98.61119994
6353,รพ.สต.บ้านขามสุ่มป่า จ.เชียงใหม่,บ้านขามสุ่มป่า,,เชียงใหม่,19.4115661,99.1934428
6366,รพ.เชียงคำ อ.เชียงคำ จ.พะเยา,,เชียงคำ,พะเยา,19.518383794438453,100.29619735320777
6385,รพ.สต.เหมืองจี้ ต.เหมืองจี้ อ.เมือง จ.ลำพูน,เหมืองจี้,เมือง,ลำพูน,18.49372,98.95817
6394,รพ.สต.เวียงยอง ต.เวียงยอง อ.เมือง จ.ลำพูน,เวียงยอง,เมือง,ลำพูน,18.576622,99.017626
6398,รพ.สต.บ้านม้า ต.ศรีบัวบาน อ.เมือง จ.ลำพูน ,บ้านม้า,เมือง,ลำพูน,18.546122644400086,99.06588558465886
6478,สสอ.ดอยเต่า ต.ดอยเต่า อ.ดอยเต่า จ.เชียงใหม่,ดอยเต่า,ดอยเต่า,เชียงใหม่,17.954082621913535,98.68502870160678
6615,อาคารศูนย์การแพทย์เทศบาลตำบลสันนาเม็ง(2) อ.สันทราย จ.เชียงใหม่,,สันทราย,เชียงใหม่,18.837483277808406,99.05656861713088
6712,รพ.สต.แม่ปาง ต.สันติคีรี อ.แม่ลาน้อย จ.แม่ฮ่องสอน,แม่ปาง,แม่ลาน้อย,แม่ฮ่องสอน,18.4628954216507,97.9477869719266
6719,องค์การบริหารส่วนตำบลแสนทอง  อ.ท่าวังผา จ.น่าน,,ท่าวังผา,น่าน,19.13539,100.78569
6720,องค์การบริหารส่วนตำบลร่องเคาะ อ.วังเหนือ จ.ลำปาง,,วังเหนือ,ลำปาง,18.9820744,99.528252
6725,อบต.สบเปิง อ.แม่แตง จ.เชียงใหม่,สบเปิง,แม่แตง,เชียงใหม่,19.096763,98.848482
6726,องค์การบริหารส่วนตำบลทาเหนือ อ.แม่ออน จ.เชียงใหม่,,แม่ออน,เชียงใหม่,18.664556,99.292083
6728,องค์การบริหารส่วนตำบลเทพเสด็จ อ.ดอยสะเก็ด จ.เชียงใหม่ ,,ดอยสะเก็ด,เชียงใหม่,18.92129,99.33032
6729,เทศบาลตำบลออนใต้ อ.สันกำแพง จ.เชียงใหม่,,สันกำแพง,เชียงใหม่,18.734851,99.20742
6738,อาคารหน่วยปฏิบัติการกู้ชีพ-กู้ภัย อบต.ปิงหลวง อ.นาหมื่น จ.น่าน,ปิงหลวง,นาหมื่น,น่าน,18.1736787877308,100.502837508791
6740,รพ.สบปราบ ต.สบปราบ อ.สบปราบ จ.ลำปาง,สบปราบ,สบปราบ,ลำปาง,17.879619758624656,99.34006093260246
6751,โรงพยาบาลเชียงดาว ต.เชียงดาว อ.เชียงดาว จ.เชียงใหม่,เชียงดาว,เชียงดาว,เชียงใหม่,19.403928,98.973821
6754,วัดแม่แมะ ต.เชียงดาว อ.เชียงดาว จ.เชียงใหม่,เชียงดาว,เชียงดาว,เชียงใหม่,19.3183,98.890294
6760,สำนักงานสาธารณสุขจังหวัดพะเยา ต.บ้านต๋อม อ.เมือง จ.พะเยา,บ้านต๋อม,เมือง,พะเยา,19.1925497590461,99.8796059110476
6764,รพ.สต.นาปู่ป้อม อ.ปางมะผ้า จ.เเม่ฮ่องสอน,นาปู่ป้อม,ปางมะผ้า,เเม่ฮ่องสอน,19.650577,98.093104
6765,รพ.สต.ถ้ำลอด ต.ถ้ำลอด อ.ปางมะผ้า จ.แม่ฮ่องสอน,ถ้ำลอด,ปางมะผ้า,แม่ฮ่องสอน,19.5750358,98.2776595
6766,รพ.สต.บ้านแม่ละนา ต.ปางมะผ้า อ.ปางมะผ้า จ.แม่ฮ่องสอน,บ้านแม่ละนา,ปางมะผ้า,แม่ฮ่องสอน,19.5930461,98.2170018
6767,รพ.สต.บ้านน้ำฮูผาเสื่อ ต.นาปู่ป้อม อ.ปางมะผ้า จ. แม่ฮ่องสอน ,บ้านน้ำฮูผาเสื่อ,ปางมะผ้า,แม่ฮ่องสอน,19.6105194,98.1447804
6768,สสอ.ปางมะผ้า ต.สบป่อง อ.ปางมะผ้า จ.แม่ฮ่องสอน,สบป่อง,ปางมะผ้า,แม่ฮ่องสอน,19.51908,98.25993
6769,สำนักงานสาธารณสุขอำเภอปาย ต.เวียงใต้ อ.ปาย จังหวัดแม่ฮ่องสอน,เวียงใต้,ปาย จังหวัดแม่ฮ่องสอน,,19.36483,98.43067
6780,รพ.ดอยสะเก็ด ต.เชิงดอย อ.ดอยสะเก็ด จ. เชียงใหม่,เชิงดอย,ดอยสะเก็ด,เชียงใหม่,18.869024,99.12833
6781,โรงพยาบาลสันทราย ต.หนองหาร อ.สันทราย จ.เชียงใหม่,หนองหาร,สันทราย,เชียงใหม่,18.92136,98.99441
6782,โรงพยาบาลสะเมิง ต.สะเมิงใต้ อ.สะเมิง จ.เชียงใหม่,สะเมิงใต้,สะเมิง,เชียงใหม่,18.84665,98.732259
6789,สำนักงานเทศบาลตำบลก้อ อ.ลี้ จ.ลำพูน,,ลี้,ลำพูน,17.63939,98.78532
6800,CR009 (Outdoor) ต.สันกำแพง อ.สันกำแพง จ.เชียงใหม่ ,สันกำแพง,สันกำแพง,เชียงใหม่,18.7467550239948,99.1126392023383
7043,นิคมชุมชนเกษตร ต.บ้านดง อ.แม่เมาะ จ.ลำปาง,บ้านดง,แม่เมาะ,ลำปาง,18.422951683606062,99.73858451914398
7082,สถานีวิจัยสัตว์ป่าดอยเชียงดาว ต.เชียงดาว อ.เชียงดาว จ.เชียงใหม่,เชียงดาว,เชียงดาว,เชียงใหม่,19.361211,98.920519
7116,บ้านแม่ปั๋ง ต.แม่ปั๋ง อ.พร้าว จ.เชียงใหม่,แม่ปั๋ง,พร้าว,เชียงใหม่,19.216876,99.183017
7126,หน่วยพิทักษ์ป่าสบห้วยผาตั้ง-นาเลา ต.เชียงดาว อ.เชียงดาว จ.เชียงใหม่,เชียงดาว,เชียงดาว,เชียงใหม่,19.413831,98.914826
7136,บ้านหนองครก ต.สันทราย อ.พร้าว จ.เชียงใหม่,สันทราย,พร้าว,เชียงใหม่,19.416707,99.158088
7156,บ้านผาแดง ต.แม่ปั๋ง อ.พร้าว จ.เชียงใหม่,แม่ปั๋ง,พร้าว,เชียงใหม่,19.22102,99.157458
7166,วัดวังตม หมู่บ้านวังตม ต.จางเหนือ อ.แม่เมาะ จ.ลำปาง,จางเหนือ,แม่เมาะ,ลำปาง,18.491297,99.969985
7171,วัดปงแท่น หมู่บ้านปงแท่น ต.จางเหนือ อ.แม่เมาะ จ.ลำปาง,จางเหนือ,แม่เมาะ,ลำปาง,18.357949,99.892538
